ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_indicator,note_source
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2018,92.4,B,I11:264,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2018,41.1,B,I11:264,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_TOTAL,2017,58.3,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_AGR,2017,72,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_NAG,2017,53,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_TOTAL,2017,58.7,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_AGR,2017,54.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_NAG,2017,60,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_TOTAL,2017,57.8,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2017,89.6,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2017,41.7,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_TOTAL,2016,60.2,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_AGR,2016,74.3,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_NAG,2016,53.1,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_TOTAL,2016,59.2,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_AGR,2016,57.6,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_NAG,2016,59.9,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_TOTAL,2016,61.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2016,91.4,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2016,42.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_TOTAL,2015,59.8,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_AGR,2015,71.4,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_NAG,2015,53.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_TOTAL,2015,58.1,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_AGR,2015,52.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_NAG,2015,60.6,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_TOTAL,2015,62.2,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2015,90.2,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2015,42.4,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_TOTAL,2014,59.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_AGR,2014,71,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_NAG,2014,52.7,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_TOTAL,2014,57.4,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_AGR,2014,52,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_NAG,2014,60,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_TOTAL,2014,62.3,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2014,90.6,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2014,41.3,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_TOTAL,2013,59.2,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_AGR,2013,70.9,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_NAG,2013,52.1,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_TOTAL,2013,56.7,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_AGR,2013,50.8,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_NAG,2013,59.7,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_TOTAL,2013,62.7,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2013,92.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2013,40.3,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_TOTAL,2012,56.6,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_AGR,2012,70.3,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_T,ECO_AGNAG_NAG,2012,48.8,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_TOTAL,2012,54.9,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_AGR,2012,53.6,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_M,ECO_AGNAG_NAG,2012,55.5,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_TOTAL,2012,58.8,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_AGR,2012,89.4,,,R1:3513
KGZ,SDG_0831_SEX_ECO_RT,BA:496,SEX_F,ECO_AGNAG_NAG,2012,39.2,,,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_T,ECO_AGNAG_TOTAL,2019,89.4,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_T,ECO_AGNAG_AGR,2019,98.9,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_T,ECO_AGNAG_NAG,2019,83.1,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_M,ECO_AGNAG_TOTAL,2019,89.8,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_M,ECO_AGNAG_AGR,2019,98.5,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_M,ECO_AGNAG_NAG,2019,84.3,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_F,ECO_AGNAG_TOTAL,2019,89,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_F,ECO_AGNAG_AGR,2019,99.3,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_F,ECO_AGNAG_NAG,2019,81.9,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_T,ECO_AGNAG_TOTAL,2012,93.6,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_T,ECO_AGNAG_AGR,2012,99.6,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_T,ECO_AGNAG_NAG,2012,90.6,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_M,ECO_AGNAG_TOTAL,2012,91.4,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_M,ECO_AGNAG_AGR,2012,99.5,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_M,ECO_AGNAG_NAG,2012,87.3,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_F,ECO_AGNAG_TOTAL,2012,96,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_F,ECO_AGNAG_AGR,2012,99.8,B,I11:264,R1:3513
KHM,SDG_0831_SEX_ECO_RT,BA:1321,SEX_F,ECO_AGNAG_NAG,2012,94.2,B,I11:264,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_T,ECO_AGNAG_TOTAL,2020,56.1,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_T,ECO_AGNAG_AGR,2020,94.1,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_T,ECO_AGNAG_NAG,2020,43.5,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_M,ECO_AGNAG_TOTAL,2020,60.1,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_M,ECO_AGNAG_AGR,2020,94.8,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_M,ECO_AGNAG_NAG,2020,39.1,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_F,ECO_AGNAG_TOTAL,2020,50.9,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_F,ECO_AGNAG_AGR,2020,89.6,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,AA:1326,SEX_F,ECO_AGNAG_NAG,2020,47.4,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_T,ECO_AGNAG_TOTAL,2019,47.5,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_T,ECO_AGNAG_AGR,2019,82.2,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_T,ECO_AGNAG_NAG,2019,40.3,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_M,ECO_AGNAG_TOTAL,2019,49.2,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_M,ECO_AGNAG_AGR,2019,82.7,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_M,ECO_AGNAG_NAG,2019,37.8,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_F,ECO_AGNAG_TOTAL,2019,44.8,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_F,ECO_AGNAG_AGR,2019,78.3,,,R1:3513
KIR,SDG_0831_SEX_ECO_RT,BB:15723,SEX_F,ECO_AGNAG_NAG,2019,43.1,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_T,ECO_AGNAG_TOTAL,2019,26.6,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_T,ECO_AGNAG_AGR,2019,87.5,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_T,ECO_AGNAG_NAG,2019,23.1,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_M,ECO_AGNAG_TOTAL,2019,23.6,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_M,ECO_AGNAG_AGR,2019,86.1,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_M,ECO_AGNAG_NAG,2019,20.1,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_F,ECO_AGNAG_TOTAL,2019,31,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_F,ECO_AGNAG_AGR,2019,89.4,,,R1:3513
KOR,SDG_0831_SEX_ECO_RT,BB:14110,SEX_F,ECO_AGNAG_NAG,2019,27.6,,,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_T,ECO_AGNAG_TOTAL,2017,88.8,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_T,ECO_AGNAG_AGR,2017,99.5,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_T,ECO_AGNAG_NAG,2017,75.1,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_M,ECO_AGNAG_TOTAL,2017,86.6,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_M,ECO_AGNAG_AGR,2017,99.3,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_M,ECO_AGNAG_NAG,2017,71.4,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_F,ECO_AGNAG_TOTAL,2017,91.2,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_F,ECO_AGNAG_AGR,2017,99.7,B,I11:264,R1:3513
LAO,SDG_0831_SEX_ECO_RT,BA:6651,SEX_F,ECO_AGNAG_NAG,2017,79.4,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_T,ECO_AGNAG_TOTAL,2019,55.4,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_T,ECO_AGNAG_AGR,2019,90.2,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_T,ECO_AGNAG_NAG,2019,54.2,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_M,ECO_AGNAG_TOTAL,2019,55.4,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_M,ECO_AGNAG_AGR,2019,89.4,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_M,ECO_AGNAG_NAG,2019,53.8,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_F,ECO_AGNAG_TOTAL,2019,55.6,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_F,ECO_AGNAG_AGR,2019,95.7,B,I11:264,R1:3513
LBN,SDG_0831_SEX_ECO_RT,BA:14074,SEX_F,ECO_AGNAG_NAG,2019,55,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_T,ECO_AGNAG_TOTAL,2017,89.6,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_T,ECO_AGNAG_AGR,2017,97.3,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_T,ECO_AGNAG_NAG,2017,87.8,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_M,ECO_AGNAG_TOTAL,2017,85.7,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_M,ECO_AGNAG_AGR,2017,95.6,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_M,ECO_AGNAG_NAG,2017,83.4,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_F,ECO_AGNAG_TOTAL,2017,93.7,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_F,ECO_AGNAG_AGR,2017,99,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_F,ECO_AGNAG_NAG,2017,92.4,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_T,ECO_AGNAG_TOTAL,2010,86.7,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_T,ECO_AGNAG_AGR,2010,97,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_T,ECO_AGNAG_NAG,2010,77.6,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_M,ECO_AGNAG_TOTAL,2010,81.6,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_M,ECO_AGNAG_AGR,2010,96,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_M,ECO_AGNAG_NAG,2010,68.8,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_F,ECO_AGNAG_TOTAL,2010,91.8,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_F,ECO_AGNAG_AGR,2010,97.9,B,I11:264,R1:3513
LBR,SDG_0831_SEX_ECO_RT,BA:16,SEX_F,ECO_AGNAG_NAG,2010,86.3,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_TOTAL,2022,31.2,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_AGR,2022,78.1,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_NAG,2022,25.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_TOTAL,2022,38.4,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_AGR,2022,77.6,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_NAG,2022,31,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_TOTAL,2022,22.3,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_AGR,2022,80.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_NAG,2022,20.4,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_TOTAL,2021,32.4,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_AGR,2021,77.8,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_NAG,2021,27.1,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_TOTAL,2021,37.2,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_AGR,2021,79.4,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_NAG,2021,29.8,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_TOTAL,2021,27.1,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_AGR,2021,73,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_NAG,2021,24.5,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_TOTAL,2020,45,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_AGR,2020,79.1,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_NAG,2020,42.4,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_TOTAL,2020,48.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_AGR,2020,77.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_NAG,2020,45.1,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_TOTAL,2020,41,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_AGR,2020,85,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_NAG,2020,39.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_TOTAL,2019,31.8,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_AGR,2019,76,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_NAG,2019,27,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_TOTAL,2019,38.1,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_AGR,2019,77.3,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_NAG,2019,30.8,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_TOTAL,2019,24.6,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_AGR,2019,68,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_NAG,2019,23.2,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_TOTAL,2018,33,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_AGR,2018,78.7,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_NAG,2018,27.5,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_TOTAL,2018,38.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_AGR,2018,80.5,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_NAG,2018,31.2,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_TOTAL,2018,25.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_AGR,2018,71.9,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_NAG,2018,23.6,,,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_TOTAL,2017,31.6,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_AGR,2017,81.7,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_T,ECO_AGNAG_NAG,2017,26.1,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_TOTAL,2017,37.9,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_AGR,2017,83.1,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_M,ECO_AGNAG_NAG,2017,30.1,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_TOTAL,2017,24.1,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_AGR,2017,76.1,B,I11:264,R1:3513
LCA,SDG_0831_SEX_ECO_RT,BA:1352,SEX_F,ECO_AGNAG_NAG,2017,21.8,B,I11:264,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_TOTAL,2020,67.2,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_AGR,2020,91.5,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_NAG,2020,58.1,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_TOTAL,2020,70.6,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_AGR,2020,93.6,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_NAG,2020,62.4,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_F,ECO_AGNAG_TOTAL,2020,60.2,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_F,ECO_AGNAG_AGR,2020,87.6,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_F,ECO_AGNAG_NAG,2020,48.9,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_TOTAL,2019,66.8,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_AGR,2019,92,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_NAG,2019,58.3,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_TOTAL,2019,69.8,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_AGR,2019,93.4,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_NAG,2019,62,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_F,ECO_AGNAG_TOTAL,2019,61.1,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_F,ECO_AGNAG_AGR,2019,89.4,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_F,ECO_AGNAG_NAG,2019,51.1,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_TOTAL,2018,68.1,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_AGR,2018,91,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_T,ECO_AGNAG_NAG,2018,60.2,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_TOTAL,2018,71.3,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_AGR,2018,92.9,,,R1:3513
LKA,SDG_0831_SEX_ECO_RT,BA:1359,SEX_M,ECO_AGNAG_NAG,2018,64.5,,,R1:3513
